Method,MC,Topic,Topic_Name,Keywords,Topic_Count_in_TopicInfo,Doc_Count,Total_Citations,Avg_Citations,Mean_Year,Median_Year,Min_Year,Max_Year,Rep_TopK,Rep_PMIDs_TopK,Rep_Titles_TopK,Rep_PMID,Rep_Year,Rep_Citation_Count,Rep_Topic_Probability,Rep_Title,Rep_Abstract
VPD,39,0,therapy · eradication · treatment,therapy; eradication; treatment; triple; sequential; regimens; rate; firstline; rates; regimen,1175.0,1175,47591.0,40.503,2016.434,2017.0,2005,2025,5,27707777 | 17170018 | 22491499 | 28071659 | 17608775,Management of Helicobacter pylori infection-the Maastricht V/Florence Consensus Report. | Current concepts in the management of Helicobacter pylori infection: the Maastricht III Consensus Report. | Management of Helicobacter pylori infection--the Maastricht IV/ Florence Consensus Report. | ACG Clinical Guideline: Treatment of Helicobacter pylori Infection. | American College of Gastroenterology guideline on the management of Helicobacter pylori infection.,27707777,2016,2826,,Management of Helicobacter pylori infection-the Maastricht V/Florence Consensus Report.,"Important progress has been made in the management of Helicobacter pylori infection and in this fifth edition of the Maastricht Consensus Report, key aspects related to the clinical role of H. pylori were re-evaluated in . In the Maastricht V/Florence Consensus Conference, experts from countries examined new data related to H. pylori in five subdivided workshops: () Indications/Associations, () Diagnosis, () Treatment, () Prevention/Public Health, () H. pylori and the Gastric Microbiota. The results of the individual workshops were presented to a final consensus voting that included all participants. Recommendations are provided on the basis of the best available evidence and relevance to the management of H. pylori infection in the various clinical scenarios."
VPD,39,78,asthma · allergic · allergy,asthma; allergic; allergy; atopy; ige; atopic; children; airway; childhood; inverse,103.0,103,4068.0,39.495,2014.728,2015.0,2005,2025,5,21737881 | 17452546 | 18598192 | 19112508 | 17302731,Helicobacter pylori infection prevents allergic asthma in mouse models through the induction of regulatory T cells. | Inverse associations of Helicobacter pylori with asthma and allergy. | Helicobacter pylori colonization is inversely associated with childhood asthma. | Asthma is inversely associated with Helicobacter pylori status in an urban population. | Allergic sensitization and microbial load--a comparison between Finland and Russian Karelia.,21737881,2011,464,,Helicobacter pylori infection prevents allergic asthma in mouse models through the induction of regulatory T cells.,"Atopic asthma is a chronic disease of the airways that has taken on epidemic proportions in the industrialized world. The increase in asthma rates has been linked epidemiologically to the rapid disappearance of Helicobacter pylori, a bacterial pathogen that persistently colonizes the human stomach, from Western societies. In this study, we have utilized mouse models of allergic airway disease induced by ovalbumin or house dust mite allergen to experimentally examine a possible inverse correlation between H. pylori and asthma. H. pylori infection efficiently protected mice from airway hyperresponsiveness, tissue inflammation, and goblet cell metaplasia, which are hallmarks of asthma, and prevented allergen-induced pulmonary and bronchoalveolar infiltration with eosinophils, Th2 cells, and Th17 cells. Protection against asthma was most robust in mice infected neonatally and was abrogated by antibiotic eradication of H. pylori. Asthma protection was further associated with impaired maturation of lung-infiltrating dendritic cells and the accumulation of highly suppressive Tregs in the lungs. Systemic Treg depletion abolished asthma protection; conversely, the adoptive transfer of purified Treg populations was sufficient to transfer protection from infected donor mice to uninfected recipients. Our results thus provide experimental evidence for a beneficial effect of H. pylori colonization on the development of allergen-induced asthma."
VPD,39,79,aig · autoimmune · gastritis,aig; autoimmune; gastritis; atrophic; parietal; atrophy; aag; neuroendocrine; patients; anemia,151.0,151,4772.0,31.603,2018.49,2020.0,2005,2025,5,23774773 | 32647173 | 26576102 | 18194728 | 24574735,"Autoimmune atrophic gastritis--pathogenesis, pathology and management. | Autoimmune gastritis. | Autoimmune gastritis: Pathologist's viewpoint. | Cell damage and autoimmunity: a critical appraisal. | Helicobacter pylori and autoimmune disease: cause or bystander.",23774773,2013,377,,"Autoimmune atrophic gastritis--pathogenesis, pathology and management.","Autoimmune gastritis is a chronic progressive inflammatory condition that results in the replacement of the parietal cell mass by atrophic and metaplastic mucosa. A complex interaction of autoantibodies against the parietal cell proton pump and sensitized T cells progressively destroy the parietal cells, inducing hypochlorhydria and then achlorhydria, while autoantibodies against the intrinsic factor impair the absorption of vitamin B₁₂. The resulting cobalamin deficiency manifests with megaloblastic anaemia and neurological and systemic signs and symptoms collectively known as pernicious anaemia. Previously believed to be predominantly a disease of elderly women of Northern European ancestry, autoimmune gastritis has now been recognized in all populations and ethnic groups, but because of the complexity of the diagnosis no reliable prevalence data are available. For similar reasons, as well as the frequent and often unknown overlap with Helicobacter pylori infection, the risk of gastric cancer has not been adequately assessed in these patients. This Review summarizes the epidemiology, pathogenesis and pathological aspects of autoimmune metaplastic atrophic gastritis. We also provide practical advice for the diagnosis and management of patients with this disease."
VPD,39,80,atrophic · cag · gastritis,atrophic; cag; gastritis; chronic; ag; gastropanel; atrophy; pepsinogen; diagnosis; gastric,142.0,142,3434.0,24.183,2016.852,2019.0,2005,2025,5,34454714 | 31635944 | 22242613 | 20585973 | 18663663,"AGA Clinical Practice Update on the Diagnosis and Management of Atrophic Gastritis: Expert Review. | Chronic atrophic gastritis: Natural history, diagnosis and therapeutic management. A position paper by the Italian Society of Hospital Gastroenterologists and Digestive Endoscopists [AIGO], the Italian Society of Digestive Endoscopy [SIED], the Italian Society of Gastroenterology [SIGE], and the Italian Society of Internal Medicine [SIMI]. | Rationale in diagnosis and screening of atrophic gastritis with stomach-specific plasma biomarkers. | Incidence of chronic atrophic gastritis: systematic review and meta-analysis of follow-up studies. | Serum biomarkers provide an accurate method for diagnosis of atrophic gastritis in a general population: The Kalixanda study.",34454714,2021,406,,AGA Clinical Practice Update on the Diagnosis and Management of Atrophic Gastritis: Expert Review.,"DESCRIPTION: The purpose of this Clinical Practice Update Expert Review is to provide clinicians with guidance on the diagnosis and management of atrophic gastritis, a common preneoplastic condition of the stomach, with a primary focus on atrophic gastritis due to chronic Helicobacter pylori infection-the most common etiology-or due to autoimmunity. To date, clinical guidance for best practices related to the diagnosis and management of atrophic gastritis remains very limited in the United States, which leads to poor recognition of this preneoplastic condition and suboptimal risk stratification. In addition, there is heterogeneity in the definitions of atrophic gastritis, autoimmune gastritis, pernicious anemia, and gastric neoplasia in the literature, which has led to confusion in clinical practice and research. Accordingly, the primary objective of this Clinical Practice Update is to provide clinicians with a framework for the diagnosis and management of atrophic gastritis. By focusing on atrophic gastritis, this Clinical Practice Update is intended to complement the American Gastroenterological Association Institute guidelines on the management of gastric intestinal metaplasia. These recent guidelines did not specifically discuss the diagnosis and management of atrophic gastritis. Providers should recognize, however, that a diagnosis of intestinal metaplasia on gastric histopathology implies the diagnosis of atrophic gastritis because intestinal metaplasia occurs in underlying atrophic mucosa, although this is often not distinctly noted on histopathologic reports. Nevertheless, atrophic gastritis represents an important stage with distinct histopathologic alterations in the multistep cascade of gastric cancer pathogenesis. METHODS: The Best Practice Advice statements presented herein were developed from a combination of available evidence from published literature and consensus-based expert opinion. No formal rating of the strength or quality of the evidence was carried out. These statements are meant to provide practical advice to clinicians practicing in the United States. Best Practice Advice Statements BEST PRACTICE ADVICE : Atrophic gastritis is defined as the loss of gastric glands, with or without metaplasia, in the setting of chronic inflammation mainly due to Helicobacter pylori infection or autoimmunity. Regardless of the etiology, the diagnosis of atrophic gastritis should be confirmed by histopathology. BEST PRACTICE ADVICE : Providers should be aware that the presence of intestinal metaplasia on gastric histology almost invariably implies the diagnosis of atrophic gastritis. There should be a coordinated effort between gastroenterologists and pathologists to improve the consistency of documenting the extent and severity of atrophic gastritis, particularly if marked atrophy is present. BEST PRACTICE ADVICE : Providers should recognize typical endoscopic features of atrophic gastritis, which include pale appearance of gastric mucosa, increased visibility of vasculature due to thinning of the gastric mucosa, and loss of gastric folds, and, if with concomitant intestinal metaplasia, light blue crests and white opaque fields. Because these mucosal changes are often subtle, techniques to optimize evaluation of the gastric mucosa should be performed. BEST PRACTICE ADVICE : When endoscopic features of atrophic gastritis are present, providers should assess the extent endoscopically. Providers should obtain biopsies from the suspected atrophic/metaplastic areas for histopathological confirmation and risk stratification; at a minimum, biopsies from the body and antrum/incisura should be obtained and placed in separately labeled jars. Targeted biopsies should additionally be obtained from any other mucosal abnormalities. BEST PRACTICE ADVICE : In patients with histology compatible with autoimmune gastritis, providers should consider checking antiparietal cell antibodies and anti-intrinsic factor antibodies to assist with the diagnosis. Providers should also evaluate for anemia due to vitamin B- and iron deficiencies. BEST PRACTICE ADVICE : All individuals with atrophic gastritis should be assessed for H pylori infection. If positive, treatment of H pylori should be administered and successful eradication should be confirmed using nonserological testing modalities. BEST PRACTICE ADVICE : The optimal endoscopic surveillance interval for patients with atrophic gastritis is not well-defined and should be decided based on individual risk assessment and shared decision making. A surveillance endoscopy every years should be considered in individuals with advanced atrophic gastritis, defined based on anatomic extent and histologic grade. BEST PRACTICE ADVICE : The optimal surveillance interval for individuals with autoimmune gastritis is unclear. Interval endoscopic surveillance should be considered based on individualized assessment and shared decision making. BEST PRACTICE ADVICE : Providers should recognize pernicious anemia as a late-stage manifestation of autoimmune gastritis that is characterized by vitamin B- deficiency and macrocytic anemia. Patients with a new diagnosis of pernicious anemia who have not had a recent endoscopy should undergo endoscopy with topographical biopsies to confirm corpus-predominant atrophic gastritis for risk stratification and to rule out prevalent gastric neoplasia, including neuroendocrine tumors. BEST PRACTICE ADVICE : Individuals with autoimmune gastritis should be screened for type gastric neuroendocrine tumors with upper endoscopy. Small neuroendocrine tumors should be removed endoscopically, followed by surveillance endoscopy every - years, depending on the burden of neuroendocrine tumors. BEST PRACTICE ADVICE : Providers should evaluate for iron and vitamin B- deficiencies in patients with atrophic gastritis irrespective of etiology, especially if corpus-predominant. Likewise, in patients with unexplained iron or vitamin B- deficiency, atrophic gastritis should be considered in the differential diagnosis and appropriate diagnostic evaluation pursued. BEST PRACTICE ADVICE : In patients with autoimmune gastritis, providers should recognize that concomitant autoimmune disorders, particularly autoimmune thyroid disease, are common. Screening for autoimmune thyroid disease should be performed."
VPD,39,81,ebv · epsteinbarr · virus,ebv; epsteinbarr; virus; ebvagc; coinfection; gc; ebvassociated; gastric; cancer; ebvpositive,103.0,103,2543.0,24.689,2017.534,2019.0,2005,2025,5,19335785 | 24751797 | 17058198 | 23638154 | 27572445,"Clinicopathological and molecular characteristics of Epstein-Barr virus-associated gastric carcinoma: a meta-analysis. | Co-infections, inflammation and oncogenesis: future directions for EBV research. | p73 gene promoter methylation in Epstein-Barr virus-associated gastric carcinoma. | Epstein Barr virus and Helicobacter pylori co-infection are positively associated with severe gastritis in pediatric patients. | Host SHP1 phosphatase antagonizes Helicobacter pylori CagA and can be downregulated by Epstein-Barr virus.",19335785,2009,252,,Clinicopathological and molecular characteristics of Epstein-Barr virus-associated gastric carcinoma: a meta-analysis.,"There is conflicting data regarding the clinicopathological significance of the risk factors associated with Epstein-Barr virus (EBV)-associated gastric carcinoma (EBVaGC). To address this controversy, we performed a meta-analysis for the clinicopathological and molecular characteristics of EBVaGC. The relevant published studies were reviewed according to the defined selection criteria. The effect sizes of the outcome parameters were estimated by an odds ratio or a weighted mean difference. This meta-analysis included studies that encompassed a total of patients. The frequency of EBVaGC was %, and EBVaGC was significantly associated with ethnicity. It was more predominant in men and in younger individuals. Interestingly, EBVaGC was more prevalent in Caucasian and Hispanic patients than in Asian ones. EBVaGC developed most often in the cardia and body, and it generally showed the diffuse histological type. EBV was highly prevalent in the patients with lymphoepithelial carcinoma. EBVaGC was closely associated with remnant cancer and a CpG island methylator-high status, but not with Helicobacter pylori infection, a TP53 expression, and p53 mutation. In addition, EBVaGC was not significantly associated with the depth of invasion, lymph node metastasis, or the clinical stage. The clinicopathological and molecular characteristics of EBVaGC are quite different from those of conventional gastric adenocarcinoma. However, further study is needed to determine the effect of EBV on the survival of EBVaGC patients."
VPD,39,82,pregnancy · women · pregnant,pregnancy; women; pregnant; hyperemesis; gravidarum; hg; preeclampsia; maternal; sperm; gestational,125.0,125,3580.0,28.64,2014.976,2015.0,2005,2025,5,16006438 | 18166297 | 33005113 | 17766620 | 24530975,"Hyperemesis gravidarum, a literature review. | Maternal infection and risk of preeclampsia: systematic review and metaanalysis. | Helicobacter Pylori Infection in Amniotic Fluid May Cause Hyperemesis Gravidarum. | Hyperemesis gravidarum and Helicobacter pylori infection: a systematic review. | Diagnostic markers for hyperemesis gravidarum: a systematic review and metaanalysis.",16006438,2005,400,,"Hyperemesis gravidarum, a literature review.","Hyperemesis gravidarum (HG) is a condition causing severe nausea and vomiting in early pregnancy often resulting in hospital admission. The incidence of HG is approximately % of live births, said to be higher in multiple pregnancies, hydatidiform mole and other conditions associated with increased pregnancy hormone levels. Both the aetiology and pathogenesis of HG remain unknown. We conducted a literature review (-now) to summarize the current evidence on the aetiology and pathogenesis of HG. The potential role of pregnancy-related hormones such as progesterone, estrogen and HCG has been widely studied; however, various other hormones such as leptin, placental growth hormone, prolactin, thyroid and adrenal cortical hormones have been implicated in the aetiology of HG. In addition to endocrinological hypotheses, the rationale and evidence considering infectious, immunological, psychological, metabolic and anatomical causes for HG have been analysed here. Many studies suffer from the low number of patients included, the variable definition used for HG and varying assay methodology used in studies of hormone measurement. This review highlights the need for more extensive studies addressing the pathogenesis and aetiology of HG."
VPD,39,83,nafld · liver · fatty,nafld; liver; fatty; nonalcoholic; masld; metabolic; steatosis; disease; infection; fibrosis,97.0,97,2557.0,26.361,2020.464,2021.0,2008,2025,5,22841522 | 26139132 | 25880912 | 28382402 | 25622927,Helicobacter pylori infection in patients with nonalcoholic fatty liver disease. | The detection and role of heat shock protein 70 in various nondisease conditions and disease conditions: a literature review. | Helicobacter pylori infection is not associated with fatty liver disease including non-alcoholic fatty liver disease: a large-scale cross-sectional study in Japan. | A cohort study on Helicobacter pylori infection associated with nonalcoholic fatty liver disease. | Helicobacter pylori infection might have a potential role in hepatocyte ballooning in nonalcoholic fatty liver disease.,22841522,2012,158,,Helicobacter pylori infection in patients with nonalcoholic fatty liver disease.,"OBJECTIVE: Clinical data regarding Helicobacter pylori (Hp) infection in nonalcoholic fatty liver disease (NAFLD) are limited. The aim was the evaluation of Hp infection in patients with NAFLD and its association with disease severity. METHODS: patients with biopsy-proven NAFLD ( with simple nonalcoholic fatty liver [NAFL], with nonalcoholic steatohepatitis [NASH]) and matched healthy controls were recruited. Blood samples for anti-Hp Immunoglobulin G (IgG) and standard biochemical tests were obtained after overnight fasting, and ()C urea breath test was performed before liver biopsy in NAFLD group. RESULTS: Higher rates of anti-Hp IgG (P=.) were observed in NAFLD compared to control group. Only two NAFLD patients neither were Hp IgG seropositive nor did they have a history of eradication treatment compared to control subjects (P=.). Both Hp infection (assessed by history of Hp eradication treatment and/or Hp IgG seropositivity) (P=.) and log(HOMA-IR) (P=.) could independently predict NAFLD in logistic regression analysis. There were similar rates of Hp IgG seropositivity or positivity in ()C urea breath test or their combination between NAFL and NASH patients. There were no significant differences in steatosis grade, fibrosis stage, lobular or portal inflammation, or ballooning, when NAFLD patients were divided according to Hp IgG seropositivity or ()C urea breath test positivity. CONCLUSIONS: Hp infection may represent one more hit contributing to the pathogenesis of NAFL, though not to the progression from NAFL to NASH. These results warrant further validation. If confirmed, eradicating Hp infection may have certain therapeutic perspectives in NAFLD treatment."
VPD,39,84,bleeding · ugib · upper,bleeding; ugib; upper; nonvariceal; gastrointestinal; gib; mortality; management; rebleeding; acute,98.0,98,4013.0,40.949,2015.224,2015.0,2005,2025,5,26417980 | 18346679 | 21471571 | 28373761 | 29671413,"Diagnosis and management of nonvariceal upper gastrointestinal hemorrhage: European Society of Gastrointestinal Endoscopy (ESGE) Guideline. | Epidemiology of acute upper gastrointestinal bleeding. | Asia-Pacific Working Group consensus on non-variceal upper gastrointestinal bleeding. | Gastrointestinal bleeding in patients on novel oral anticoagulants: Risk, prevention and management. | Non-variceal upper gastrointestinal bleeding.",26417980,2015,800,,Diagnosis and management of nonvariceal upper gastrointestinal hemorrhage: European Society of Gastrointestinal Endoscopy (ESGE) Guideline.,"This Guideline is an official statement of the European Society of Gastrointestinal Endoscopy (ESGE). It addresses the diagnosis and management of nonvariceal upper gastrointestinal hemorrhage (NVUGIH). Main Recommendations MR1. ESGE recommends immediate assessment of hemodynamic status in patients who present with acute upper gastrointestinal hemorrhage (UGIH), with prompt intravascular volume replacement initially using crystalloid fluids if hemodynamic instability exists (strong recommendation, moderate quality evidence). MR2. ESGE recommends a restrictive red blood cell transfusion strategy that aims for a target hemoglobin between g/dL and g/dL. A higher target hemoglobin should be considered in patients with significant co-morbidity (e. g., ischemic cardiovascular disease) (strong recommendation, moderate quality evidence). MR3. ESGE recommends the use of the Glasgow-Blatchford Score (GBS) for pre-endoscopy risk stratification. Outpatients determined to be at very low risk, based upon a GBS score of - , do not require early endoscopy nor hospital admission. Discharged patients should be informed of the risk of recurrent bleeding and be advised to maintain contact with the discharging hospital (strong recommendation, moderate quality evidence). MR4. ESGE recommends initiating high dose intravenous proton pump inhibitors (PPI), intravenous bolus followed by continuous infusion ( mg then mg/hour), in patients presenting with acute UGIH awaiting upper endoscopy. However, PPI infusion should not delay the performance of early endoscopy (strong recommendation, high quality evidence). MR5. ESGE does not recommend the routine use of nasogastric or orogastric aspiration/lavage in patients presenting with acute UGIH (strong recommendation, moderate quality evidence). MR6. ESGE recommends intravenous erythromycin (single dose, mg given - minutes prior to upper gastrointestinal [GI] endoscopy) in patients with clinically severe or ongoing active UGIH. In selected patients, pre-endoscopic infusion of erythromycin significantly improves endoscopic visualization, reduces the need for second-look endoscopy, decreases the number of units of blood transfused, and reduces duration of hospital stay (strong recommendation, high quality evidence). MR7. Following hemodynamic resuscitation, ESGE recommends early (≤ hours) upper GI endoscopy. Very early (< hours) upper GI endoscopy may be considered in patients with high risk clinical features, namely: hemodynamic instability (tachycardia, hypotension) that persists despite ongoing attempts at volume resuscitation; in-hospital bloody emesis/nasogastric aspirate; or contraindication to the interruption of anticoagulation (strong recommendation, moderate quality evidence). MR8. ESGE recommends that peptic ulcers with spurting or oozing bleeding (Forrest classification Ia and Ib, respectively) or with a nonbleeding visible vessel (Forrest classification IIa) receive endoscopic hemostasis because these lesions are at high risk for persistent bleeding or rebleeding (strong recommendation, high quality evidence). MR9. ESGE recommends that peptic ulcers with an adherent clot (Forrest classification IIb) be considered for endoscopic clot removal. Once the clot is removed, any identified underlying active bleeding (Forrest classification Ia or Ib) or nonbleeding visible vessel (Forrest classification IIa) should receive endoscopic hemostasis (weak recommendation, moderate quality evidence). MR10. In patients with peptic ulcers having a flat pigmented spot (Forrest classification IIc) or clean base (Forrest classification III), ESGE does not recommend endoscopic hemostasis as these stigmata present a low risk of recurrent bleeding. In selected clinical settings, these patients may be discharged to home on standard PPI therapy, e. g., oral PPI once-daily (strong recommendation, moderate quality evidence). MR11. ESGE recommends that epinephrine injection therapy not be used as endoscopic monotherapy. If used, it should be combined with a second endoscopic hemostasis modality (strong recommendation, high quality evidence). MR12. ESGE recommends PPI therapy for patients who receive endoscopic hemostasis and for patients with adherent clot not receiving endoscopic hemostasis. PPI therapy should be high dose and administered as an intravenous bolus followed by continuous infusion ( mg then mg/hour) for hours post endoscopy (strong recommendation, high quality evidence). MR13. ESGE does not recommend routine second-look endoscopy as part of the management of nonvariceal upper gastrointestinal hemorrhage (NVUGIH). However, in patients with clinical evidence of rebleeding following successful initial endoscopic hemostasis, ESGE recommends repeat upper endoscopy with hemostasis if indicated. In the case of failure of this second attempt at hemostasis, transcatheter angiographic embolization (TAE) or surgery should be considered (strong recommendation, high quality evidence). MR14. In patients with NVUGIH secondary to peptic ulcer, ESGE recommends investigating for the presence of Helicobacter pylori in the acute setting with initiation of appropriate antibiotic therapy when H. pylori is detected. Re-testing for H. pylori should be performed in those patients with a negative test in the acute setting. Documentation of successful H. pylori eradication is recommended (strong recommendation, high quality evidence). MR15. In patients receiving low dose aspirin for secondary cardiovascular prophylaxis who develop peptic ulcer bleeding, ESGE recommends aspirin be resumed immediately following index endoscopy if the risk of rebleeding is low (e. g., FIIc, FIII). In patients with high risk peptic ulcer (FIa, FIb, FIIa, FIIb), early reintroduction of aspirin by day after index endoscopy is recommended, provided that adequate hemostasis has been established (strong recommendation, moderate quality evidence)."
VPD,39,85,cancers · virus · attributable,cancers; virus; attributable; agents; cancer; hepatitis; infectious; see; infections; hpv,99.0,99,12589.0,127.162,2016.131,2016.0,2005,2025,5,16404738 | 22575588 | 31862245 | 27470177 | 19720205,The global health burden of infection-associated cancers in the year 2002. | Global burden of cancers attributable to infections in 2008: a review and synthetic analysis. | Global burden of cancer attributable to infections in 2018: a worldwide incidence analysis. | Global burden of cancers attributable to infections in 2012: a synthetic analysis. | The search for infectious causes of human cancers: where and why.,16404738,2006,2905,,The global health burden of infection-associated cancers in the year 2002.,"Several infectious agents are considered to be causes of cancer in humans. The fraction of the different types of cancer, and of all cancers worldwide and in different regions, has been estimated using several methods; primarily by reviewing the evidence for the strength of the association (relative risk) and the prevalence of infection in different world areas. The estimated total of infection-attributable cancer in the year is million cases, or % of the global cancer burden. The principal agents are the bacterium Helicobacter pylori (% of all cancer), the human papilloma viruses (%), the hepatitis B and C viruses (%), Epstein-Barr virus (%), human immunodeficiency virus (HIV) together with the human herpes virus (%). Relatively less important causes of cancer are the schistosomes (%), human T-cell lymphotropic virus type I (%) and the liver flukes (%). There would be % fewer cancers in developing countries ( million cases per year) and % in developed countries (, cases) if these infectious diseases were prevented. The attributable fraction at the specific sites varies from % of cervix cancers attributable to the papilloma viruses to a tiny proportion (%) of liver cancers (worldwide) caused by liver flukes."
VPD,39,86,ghrelin · leptin · plasma,ghrelin; leptin; plasma; levels; obestatin; serum; pgml; circulating; body; acylated,95.0,95,2796.0,29.432,2011.937,2011.0,2005,2025,5,18262391 | 18397989 | 21489301 | 16086706 | 21269467,Autoantibodies against appetite-regulating peptide hormones and neuropeptides: putative modulation by gut microflora. | Leptin and ghrelin in relation to Helicobacter pylori status in adult males. | The effect of H. pylori eradication on meal-associated changes in plasma ghrelin and leptin. | Impact of Helicobacter pylori infection on gastric and plasma ghrelin dynamics in humans. | Helicobacter pylori infection and circulating ghrelin levels - a systematic review.,18262391,2008,171,,Autoantibodies against appetite-regulating peptide hormones and neuropeptides: putative modulation by gut microflora.,"OBJECTIVE: Peptide hormones synthesized in gastrointestinal and adipose tissues in addition to neuropeptides regulate appetite and body weight. Previously, autoantibodies directed against melanocortin peptides were found in patients with eating disorders; however, it remains unknown whether autoantibodies directed against other appetite-regulating peptides are present in human sera and whether their levels are influenced by gut-related antigens. METHODS: Healthy women were studied for the presence of immunoglobulin (Ig) G and IgA autoantibodies directed against key appetite-regulating peptides. The concept of molecular mimicry was applied to search in silico whether bacteria, viruses, or fungi contain proteins with amino acid sequences identical to appetite-regulating peptides. In addition, autoantibodies serum levels were studied in germ-free and specific pathogen-free rats. RESULTS: We found these IgG and IgA autoantibodies directed against leptin, ghrelin, peptide YY, neuropeptide Y, and other appetite-regulating peptides are present in human sera at levels of - ng/mL. Numerous cases of sequence homology with these peptides were identified among commensal and pathogenic micro-organisms including Lactobacilli, bacteroides, Helicobacter pylori, Escherichia coli, and Candida species. Decreased levels of IgA autoantibodies directed against several appetite-regulating peptides and increased levels of antighrelin IgG were found in germ-free rats compared with specific pathogen-free rats. CONCLUSION: Healthy humans and rats display autoantibodies directed against appetite-regulating peptide hormones and neuropeptides, suggesting that these autoantibodies may have physiologic implications in hunger and satiety pathways. Gut-related antigens including the intestinal microflora may influence production of theses autoantibodies, suggesting a new link between the gut and appetite control."
VPD,39,87,pancreatic · pancreatitis · cancer,pancreatic; pancreatitis; cancer; risk; pc; aip; association; studies; autoimmune; pancreas,91.0,91,6554.0,72.022,2015.604,2015.0,2005,2025,5,30834048 | 25502106 | 19940298 | 21088417 | 16202223,"Epidemiology of Pancreatic Cancer: Global Trends, Etiology and Risk Factors. | Risk factors for pancreatic cancer: a summary review of meta-analytical studies. | Identification of a novel antibody associated with autoimmune pancreatitis. | Epidemiology of pancreatic cancer: an update. | Helicobacter pylori and autoimmune pancreatitis: role of carbonic anhydrase via molecular mimicry?",30834048,2019,2161,,"Epidemiology of Pancreatic Cancer: Global Trends, Etiology and Risk Factors.","Pancreatic cancer is the seventh leading cause of cancer-related deaths worldwide. However, its toll is higher in more developed countries. Reasons for vast differences in mortality rates of pancreatic cancer are not completely clear yet, but it may be due to lack of appropriate diagnosis, treatment and cataloging of cancer cases. Because patients seldom exhibit symptoms until an advanced stage of the disease, pancreatic cancer remains one of the most lethal malignant neoplasms that caused , new deaths in (GLOBOCAN estimates). Globally, , new cases of pancreatic cancer have been reported in , and , new cases are estimated to occur until . Despite advancements in the detection and management of pancreatic cancer, the -year survival rate still stands at % only. To date, the causes of pancreatic carcinoma are still insufficiently known, although certain risk factors have been identified, such as tobacco smoking, diabetes mellitus, obesity, dietary factors, alcohol abuse, age, ethnicity, family history and genetic factors, Helicobacter pylori infection, non-O blood group and chronic pancreatitis. In general population, screening of large groups is not considered useful to detect the disease at its early stage, although newer techniques and the screening of tightly targeted groups (especially of those with family history), are being evaluated. Primary prevention is considered of utmost importance. Up-to-date statistics on pancreatic cancer occurrence and outcome along with a better understanding of the etiology and identifying the causative risk factors are essential for the primary prevention of this disease."
VPD,39,88,t4ss · secretion · cag,t4ss; secretion; cag; iv; cagl; type; caga; translocation; system; host,171.0,171,9785.0,57.222,2014.854,2015.0,2005,2025,5,16027366 | 16529981 | 29235173 | 18410539 | 21352489,Activation of beta-catenin by carcinogenic Helicobacter pylori. | Type IV secretion systems and their effectors in bacterial pathogenesis. | Type IV secretion in Gram-negative and Gram-positive bacteria. | Role of type IV secretion in Helicobacter pylori pathogenesis. | Role of the cag-pathogenicity island encoded type IV secretion system in Helicobacter pylori pathogenesis.,16027366,2005,467,,Activation of beta-catenin by carcinogenic Helicobacter pylori.,"Persistent gastritis induced by Helicobacter pylori is the strongest known risk factor for adenocarcinoma of the distal stomach, yet only a fraction of colonized persons ever develop gastric cancer. The H. pylori cytotoxin-associated gene (cag) pathogenicity island encodes a type IV secretion system that delivers the bacterial effector CagA into host cells after bacterial attachment, and cag+ strains augment gastric cancer risk. A host effector that is aberrantly activated in gastric cancer precursor lesions is beta-catenin, and activation of beta-catenin leads to targeted transcriptional up-regulation of genes implicated in carcinogenesis. We report that in vivo adaptation endowed an H. pylori strain with the ability to rapidly and reproducibly induce gastric dysplasia and adenocarcinoma in a rodent model of gastritis. Compared with its parental noncarcinogenic isolate, the oncogenic H. pylori strain selectively activates beta-catenin in model gastric epithelia, which is dependent on translocation of CagA into host epithelial cells. Beta-catenin nuclear accumulation is increased in gastric epithelium harvested from gerbils infected with the H. pylori carcinogenic strain as well as from persons carrying cag+ vs. cag- strains or uninfected persons. These results indicate that H. pylori-induced dysregulation of beta-catenin-dependent pathways may explain in part the augmentation in the risk of gastric cancer conferred by this pathogen."
