Method,MC,Topic,Topic_Name,Keywords,Topic_Count_in_TopicInfo,Doc_Count,Total_Citations,Avg_Citations,Mean_Year,Median_Year,Min_Year,Max_Year,Rep_TopK,Rep_PMIDs_TopK,Rep_Titles_TopK,Rep_PMID,Rep_Year,Rep_Citation_Count,Rep_Topic_Probability,Rep_Title,Rep_Abstract
baseline,39,0,therapy · eradication · triple,therapy; eradication; mg; triple; quadruple; treatment; day; amoxicillin; rates; regimen,2042.0,2042,59323.0,29.051,2016.502,2017.0,2005,2025,5,28071659 | 17608775 | 20525969 | 27102658 | 21345487,"ACG Clinical Guideline: Treatment of Helicobacter pylori Infection. | American College of Gastroenterology guideline on the management of Helicobacter pylori infection. | Helicobacter pylori treatment in the era of increasing antibiotic resistance. | The Toronto Consensus for the Treatment of Helicobacter pylori Infection in Adults. | Helicobacter pylori eradication with a capsule containing bismuth subcitrate potassium, metronidazole, and tetracycline given with omeprazole versus clarithromycin-based triple therapy: a randomised, open-label, non-inferiority, phase 3 trial.",28071659,2017,1534,,ACG Clinical Guideline: Treatment of Helicobacter pylori Infection.,"Helicobacter pylori (H. pylori) infection is a common worldwide infection that is an important cause of peptic ulcer disease and gastric cancer. H. pylori may also have a role in uninvestigated and functional dyspepsia, ulcer risk in patients taking low-dose aspirin or starting therapy with a non-steroidal anti-inflammatory medication, unexplained iron deficiency anemia, and idiopathic thrombocytopenic purpura. While choosing a treatment regimen for H. pylori, patients should be asked about previous antibiotic exposure and this information should be incorporated into the decision-making process. For first-line treatment, clarithromycin triple therapy should be confined to patients with no previous history of macrolide exposure who reside in areas where clarithromycin resistance amongst H. pylori isolates is known to be low. Most patients will be better served by first-line treatment with bismuth quadruple therapy or concomitant therapy consisting of a PPI, clarithromycin, amoxicillin, and metronidazole. When first-line therapy fails, a salvage regimen should avoid antibiotics that were previously used. If a patient received a first-line treatment containing clarithromycin, bismuth quadruple therapy or levofloxacin salvage regimens are the preferred treatment options. If a patient received first-line bismuth quadruple therapy, clarithromycin or levofloxacin-containing salvage regimens are the preferred treatment options. Details regarding the drugs, doses and durations of the recommended and suggested first-line and salvage regimens can be found in the guideline."
baseline,39,66,pneumoniae · atherosclerosis · chlamydia,pneumoniae; atherosclerosis; chlamydia; coronary; cmv; cytomegalovirus; cad; artery; pathogens; atherosclerotic,122.0,122,3862.0,31.656,2010.615,2009.0,2005,2025,5,16710325 | 22012133 | 15837252 | 32002588 | 16101965,The interaction of bacterial pathogens with platelets. | Pathogens and atherosclerosis: update on the potential contribution of multiple infectious organisms to the pathogenesis of atherosclerosis. | Association of Helicobacter pylori infection with systemic inflammation and endothelial dysfunction in healthy male subjects. | Infection and atherosclerosis: TLR-dependent pathways. | Cross-reactivity of GroEL antibodies with human heat shock protein 60 and quantification of pathogens in atherosclerosis.,16710325,2006,478,,The interaction of bacterial pathogens with platelets.,"In recent years, the frequency of serious cardiovascular infections such as endocarditis has increased, particularly in association with nosocomially acquired antibiotic-resistant pathogens. Growing evidence suggests a crucial role for the interaction of bacteria with human platelets in the pathogenesis of cardiovascular infections. Here, we review the nature of the interactions between platelets and bacteria, and the role of these interactions in the pathogenesis of endocarditis and other cardiovascular diseases."
baseline,39,67,nafld · liver · nonalcoholic,nafld; liver; nonalcoholic; fatty; masld; metabolic; disease; steatosis; infection; fibrosis,96.0,96,2469.0,25.719,2020.396,2021.0,2007,2025,5,22841522 | 25880912 | 28382402 | 25622927 | 26937147,Helicobacter pylori infection in patients with nonalcoholic fatty liver disease. | Helicobacter pylori infection is not associated with fatty liver disease including non-alcoholic fatty liver disease: a large-scale cross-sectional study in Japan. | A cohort study on Helicobacter pylori infection associated with nonalcoholic fatty liver disease. | Helicobacter pylori infection might have a potential role in hepatocyte ballooning in nonalcoholic fatty liver disease. | Helicobacter pylori infection is not associated with nonalcoholic fatty liver disease.,22841522,2012,158,,Helicobacter pylori infection in patients with nonalcoholic fatty liver disease.,"OBJECTIVE: Clinical data regarding Helicobacter pylori (Hp) infection in nonalcoholic fatty liver disease (NAFLD) are limited. The aim was the evaluation of Hp infection in patients with NAFLD and its association with disease severity. METHODS: patients with biopsy-proven NAFLD ( with simple nonalcoholic fatty liver [NAFL], with nonalcoholic steatohepatitis [NASH]) and matched healthy controls were recruited. Blood samples for anti-Hp Immunoglobulin G (IgG) and standard biochemical tests were obtained after overnight fasting, and ()C urea breath test was performed before liver biopsy in NAFLD group. RESULTS: Higher rates of anti-Hp IgG (P=.) were observed in NAFLD compared to control group. Only two NAFLD patients neither were Hp IgG seropositive nor did they have a history of eradication treatment compared to control subjects (P=.). Both Hp infection (assessed by history of Hp eradication treatment and/or Hp IgG seropositivity) (P=.) and log(HOMA-IR) (P=.) could independently predict NAFLD in logistic regression analysis. There were similar rates of Hp IgG seropositivity or positivity in ()C urea breath test or their combination between NAFL and NASH patients. There were no significant differences in steatosis grade, fibrosis stage, lobular or portal inflammation, or ballooning, when NAFLD patients were divided according to Hp IgG seropositivity or ()C urea breath test positivity. CONCLUSIONS: Hp infection may represent one more hit contributing to the pathogenesis of NAFL, though not to the progression from NAFL to NASH. These results warrant further validation. If confirmed, eradicating Hp infection may have certain therapeutic perspectives in NAFLD treatment."
baseline,39,68,children · pediatric · childhood,children; pediatric; childhood; infection; guidelines; treatment; adolescents; pylori; is; in,140.0,140,4301.0,30.721,2016.457,2018.0,2005,2025,5,19788600 | 28541262 | 38176660 | 21558964 | 17382273,Second Asia-Pacific Consensus Guidelines for Helicobacter pylori infection. | Joint ESPGHAN/NASPGHAN Guidelines for the Management of Helicobacter pylori in Children and Adolescents (Update 2016). | Global Prevalence of Helicobacter pylori Infection and Incidence of Gastric Cancer Between 1980 and 2022. | Evidence-based guidelines from ESPGHAN and NASPGHAN for Helicobacter pylori infection in children. | Epidemiology of Helicobacter pylori infection.,19788600,2009,547,,Second Asia-Pacific Consensus Guidelines for Helicobacter pylori infection.,"The Asia-Pacific Consensus Conference was convened to review and synthesize the most current information on Helicobacter pylori management so as to update the previously published regional guidelines. The group recognized that in addition to long-established indications, such as peptic ulcer disease, early mucosa-associated lymphoid tissue (MALT) type lymphoma and family history of gastric cancer, H. pylori eradication was also indicated for H. pylori infected patients with functional dyspepsia, in those receiving long-term maintenance proton pump inhibitor (PPI) for gastroesophageal reflux disease, and in cases of unexplained iron deficiency anemia or idiopathic thrombocytopenic purpura. In addition, a population 'test and treat' strategy for H. pylori infection in communities with high incidence of gastric cancer was considered to be an effective strategy for gastric cancer prevention. It was recommended that H. pylori infection should be tested for and eradicated prior to long-term aspirin or non-steroidal anti-inflammatory drug therapy in patients at high risk for ulcers and ulcer-related complications. In Asia, the currently recommended first-line therapy for H. pylori infection is PPI-based triple therapy with amoxicillin/metronidazole and clarithromycin for days, while bismuth-based quadruple therapy is an effective alternative. There appears to be an increasing rate of resistance to clarithromycin and metronidazole in parts of Asia, leading to reduced efficacy of PPI-based triple therapy. There are insufficient data to recommend sequential therapy as an alternative first-line therapy in Asia. Salvage therapies that can be used include: (i) standard triple therapy that has not been previously used; (ii) bismuth-based quadruple therapy; (iii) levofloxacin-based triple therapy; and (iv) rifabutin-based triple therapy. Both CYP2C19 genetic polymorphisms and cigarette smoking can influence future H. pylori eradication rates."
baseline,39,69,adenocarcinoma · gland · submucosal,adenocarcinoma; gland; submucosal; lesion; endoscopic; esd; case; gastric; fundic; type,183.0,183,1816.0,9.923,2019.262,2021.0,2005,2025,5,25807972 | 23369104 | 29648578 | 20827489 | 18709553,"Helicobacter pylori-negative gastric cancer: characteristics and endoscopic findings. | Changes in endoscopic findings of gastritis after cure of H. pylori infection: multicenter prospective trial. | Gastric Adenocarcinoma of the Fundic Gland Type: Update and Literature Review. | Immunohistochemical analysis of pyloric gland adenomas using a series of Mucin 2, Mucin 5AC, Mucin 6, CD10, Ki67 and p53. | Re-evaluation of histogenesis of gastric carcinomas: a comparative histopathological study between Helicobacter pylori-negative and H. pylori-positive cases.",25807972,2015,117,,Helicobacter pylori-negative gastric cancer: characteristics and endoscopic findings.,"Helicobacter pylori (H. pylori) leads to chronic gastritis and eventually causes gastric cancer. The prevalence of H. pylori infection is gradually decreasing with improvement of living conditions and eradication therapy. However, some reports have described cases of H. pylori-negative gastric cancers (HpNGC), and the prevalence was -% of all gastric cancers. Diagnostic criteria of HpNGC vary among the different reports; thus, they have not yet been definitively established. We recommend negative findings in two or more methods that include endoscopic or pathological findings or serum pepsinogen test, and negative urease breath test or serum immunoglobulin G test and no eradication history the minimum criteria for diagnosis of HpNGC. The etiology of gastric cancers, excluding H. pylori infection, is known to be associated with several factors including lifestyle, viral infection, autoimmune disorder and germline mutations, but the main causal factor of HpNGC is still unclear. Regarding the characteristics of HpNGC, the undifferentiated type (UD-type) is more frequent than the differentiated type (D-type). The UD-type is mainly signet ring-cell carcinoma that presents as a discolored lesion in the lower or middle part of the stomach in relatively young patients. The gross type is flat or depressed. The D-type is mainly gastric adenocarcinoma of the fundic gland type that presents as a submucosal tumor-like or flat or depressed lesion in the middle and upper part of the stomach in relatively older patients. Early detection of HpNGC enables minimally invasive treatment which preserves the patient's quality of life. Endoscopists should fully understand the characteristics and endoscopic findings of HpNGC."
baseline,39,70,vaca · toxin · vacuolating,vaca; toxin; vacuolating; cytotoxin; cells; vacuolation; p55; membrane; cell; that,182.0,182,11214.0,61.615,2012.868,2012.0,2005,2025,5,16847081 | 23652324 | 15759043 | 22919683 | 27271669,"Pathogenesis of Helicobacter pylori infection. | Life in the human stomach: persistence strategies of the bacterial pathogen Helicobacter pylori. | Helicobacter pylori VacA, a paradigm for toxin multifunctionality. | Vacuolating cytotoxin A (VacA), a key toxin for Helicobacter pylori pathogenesis. | An Overview of Helicobacter pylori VacA Toxin Biology.",16847081,2006,2429,,Pathogenesis of Helicobacter pylori infection.,"Helicobacter pylori is the first formally recognized bacterial carcinogen and is one of the most successful human pathogens, as over half of the world's population is colonized with this gram-negative bacterium. Unless treated, colonization usually persists lifelong. H. pylori infection represents a key factor in the etiology of various gastrointestinal diseases, ranging from chronic active gastritis without clinical symptoms to peptic ulceration, gastric adenocarcinoma, and gastric mucosa-associated lymphoid tissue lymphoma. Disease outcome is the result of the complex interplay between the host and the bacterium. Host immune gene polymorphisms and gastric acid secretion largely determine the bacterium's ability to colonize a specific gastric niche. Bacterial virulence factors such as the cytotoxin-associated gene pathogenicity island-encoded protein CagA and the vacuolating cytotoxin VacA aid in this colonization of the gastric mucosa and subsequently seem to modulate the host's immune system. This review focuses on the microbiological, clinical, immunological, and biochemical aspects of the pathogenesis of H. pylori."
baseline,39,71,biofilm · biofilms · formation,biofilm; biofilms; formation; ability; planktonic; that; to; pylori; resistance; biofilmforming,113.0,113,4945.0,43.761,2018.929,2020.0,2005,2025,5,34002081 | 19751530 | 29743338 | 16713544 | 26078970,Helicobacter pylori infection and antibiotic resistance - from biology to clinical implications. | Outer membrane vesicles of Helicobacter pylori TK1402 are involved in biofilm formation. | Helicobacter pylori Biofilm Formation and Its Potential Role in Pathogenesis. | Identification of Helicobacter pylori biofilms in human gastric mucosa. | Biofilm Formation by Helicobacter pylori and Its Involvement for Antibiotic Resistance.,34002081,2021,445,,Helicobacter pylori infection and antibiotic resistance - from biology to clinical implications.,"Helicobacter pylori is a major human pathogen for which increasing antibiotic resistance constitutes a serious threat to human health. Molecular mechanisms underlying this resistance have been intensively studied and are discussed in this Review. Three profiles of resistance - single drug resistance, multidrug resistance and heteroresistance - seem to occur, probably with overlapping fundamental mechanisms and clinical implications. The mechanisms that have been most studied are related to mutational changes encoded chromosomally and disrupt the cellular activity of antibiotics through target-mediated mechanisms. Other biological attributes driving drug resistance in H. pylori have been less explored and this could imply more complex physiological changes (such as impaired regulation of drug uptake and/or efflux, or biofilm and coccoid formation) that remain largely elusive. Resistance-related attributes deployed by the pathogen cause treatment failures, diagnostic difficulties and ambiguity in clinical interpretation of therapeutic outcomes. Subsequent to the increasing antibiotic resistance, a substantial drop in H. pylori treatment efficacy has been noted globally. In the absence of an efficient vaccine, enhanced efforts are needed for setting new treatment strategies and for a better understanding of the emergence and spread of drug-resistant bacteria, as well as for improving diagnostic tools that can help optimize current antimicrobial regimens."
baseline,39,72,pcr · detection · dna,pcr; detection; dna; samples; 16s; qpcr; stool; realtime; specimens; rrna,118.0,118,2756.0,23.356,2013.949,2013.5,2005,2025,5,25278682 | 17145081 | 15872250 | 31996442 | 23104297,"Diagnosis of Helicobacter pylori: what should be the gold standard? | Prevalence of Campylobacter species, Helicobacter pylori and Arcobacter species in stool samples from the Venda region, Limpopo, South Africa: studies using molecular diagnostic methods. | Five-year follow-up study of mother-to-child transmission of Helicobacter pylori infection detected by a random amplified polymorphic DNA fingerprinting method. | Diagnostic Accuracy of a Noninvasive Test for Detection of Helicobacter pylori and Resistance to Clarithromycin in Stool by the Amplidiag H. pylori+ClariR Real-Time PCR Assay. | PCR detection of Helicobacter pylori in clinical samples.",25278682,2014,268,,Diagnosis of Helicobacter pylori: what should be the gold standard?,"Since the discovery of Helicobacter pylori (H. pylori) in , numerous detection methods for the presence of the bacterium have been developed. Each one of them has been associated with advantages and disadvantages. Noninvasive tests such as serology, ()C urea breath test (UBT) and stool antigen tests are usually preferred by the clinicians. Serology has its own limitation especially in endemic areas while ()C UBT is technically very demanding. The stool antigen detection method, although specific, is usually associated with poor sensitivity. The ()C UBT is believed to be specific, but with present revelation of the fact that stomach is colonized by many other urease producing bacteria makes it questionable. Histology, culture, rapid urease test and polymerase chain reaction (PCR) are the tests which are carried out on antral biopsies collected by invasive means. Histology has been proposed to be very sensitive and specific but the question is how by simply looking the morphology of the bacteria in the microscope, one can claim that the curved bacterium is exclusively H. pylori. Rapid urease test (RUT), the doctor's test, is also challenged because the presence of other urease producing bacteria in the stomach cannot be denied. Moreover, RUT has been reported with poor sensitivity specially, when density of the bacterium is low. Isolation of H. pylori is essential to investigate its growth requirements, antibiotic susceptibility testing, studying virulence factor to develop vaccine and many more explorations. It has also got several disadvantages i.e., special condition for transporting, media, incubation and few days waiting for the colonies to appear, apart from the speed essentially needed to process the specimens. Till date, majority of the microbiological laboratories in the world are not equipped and trained to isolate such fastidious bacterium. The option left is PCR methods to detect H. pylori's DNA in gastric mucosa, gastric juice, saliva, dental plaques and environmental specimens. There are speculations for false positivity due to detection of non-pylori Helicobacters due to genetic sharing; and false negativity due to low bacterial counts and presence of PCR inhibitors. However, specimen collection, transportation and processing do not require speed and special conditions. PCR based diagnosis may be considered as gold standard by designing primers extremely specific to H. pylori and targeting at least more than one conserved genes. Similarly specificity of PCR may be improved by use of internal Primers. Further, nested PCR will take care of false negatives by countering the effect of PCR inhibitors and low bacterial counts. Therefore, nested PCR based methods if performed properly, may be proposed as gold standard test."
baseline,39,73,ghrelin · plasma · leptin,ghrelin; plasma; leptin; levels; serum; body; circulating; hormone; acylated; weight,96.0,96,2632.0,27.417,2011.844,2011.0,2005,2025,5,18262391 | 18397989 | 21489301 | 16086706 | 21269467,Autoantibodies against appetite-regulating peptide hormones and neuropeptides: putative modulation by gut microflora. | Leptin and ghrelin in relation to Helicobacter pylori status in adult males. | The effect of H. pylori eradication on meal-associated changes in plasma ghrelin and leptin. | Impact of Helicobacter pylori infection on gastric and plasma ghrelin dynamics in humans. | Helicobacter pylori infection and circulating ghrelin levels - a systematic review.,18262391,2008,171,,Autoantibodies against appetite-regulating peptide hormones and neuropeptides: putative modulation by gut microflora.,"OBJECTIVE: Peptide hormones synthesized in gastrointestinal and adipose tissues in addition to neuropeptides regulate appetite and body weight. Previously, autoantibodies directed against melanocortin peptides were found in patients with eating disorders; however, it remains unknown whether autoantibodies directed against other appetite-regulating peptides are present in human sera and whether their levels are influenced by gut-related antigens. METHODS: Healthy women were studied for the presence of immunoglobulin (Ig) G and IgA autoantibodies directed against key appetite-regulating peptides. The concept of molecular mimicry was applied to search in silico whether bacteria, viruses, or fungi contain proteins with amino acid sequences identical to appetite-regulating peptides. In addition, autoantibodies serum levels were studied in germ-free and specific pathogen-free rats. RESULTS: We found these IgG and IgA autoantibodies directed against leptin, ghrelin, peptide YY, neuropeptide Y, and other appetite-regulating peptides are present in human sera at levels of - ng/mL. Numerous cases of sequence homology with these peptides were identified among commensal and pathogenic micro-organisms including Lactobacilli, bacteroides, Helicobacter pylori, Escherichia coli, and Candida species. Decreased levels of IgA autoantibodies directed against several appetite-regulating peptides and increased levels of antighrelin IgG were found in germ-free rats compared with specific pathogen-free rats. CONCLUSION: Healthy humans and rats display autoantibodies directed against appetite-regulating peptide hormones and neuropeptides, suggesting that these autoantibodies may have physiologic implications in hunger and satiety pathways. Gut-related antigens including the intestinal microflora may influence production of theses autoantibodies, suggesting a new link between the gut and appetite control."
baseline,39,74,ibd · bowel · colitis,ibd; uc; bowel; colitis; ibs; cd; disease; crohns; ulcerative; inflammatory,129.0,129,4296.0,33.302,2017.977,2019.0,2006,2025,5,31014995 | 26508508 | 19760778 | 33608531 | 22767422,"Environmental Risk Factors for Inflammatory Bowel Diseases: An Umbrella Review of Meta-analyses. | Dual role of Helicobacter and Campylobacter species in IBD: a systematic review and meta-analysis. | Association between Helicobacter pylori infection and inflammatory bowel disease: a meta-analysis and systematic review of the literature. | GWAS of peptic ulcer disease implicates Helicobacter pylori infection, other gastrointestinal disorders and depression. | Sensory neuro-immune interactions differ between irritable bowel syndrome subtypes.",31014995,2019,713,,Environmental Risk Factors for Inflammatory Bowel Diseases: An Umbrella Review of Meta-analyses.,"BACKGROUND & AIMS: Multiple environmental factors have been associated with the development of inflammatory bowel diseases (IBDs). We performed an umbrella review of meta-analyses to summarize available epidemiologic evidence and assess its credibility. METHODS: We systematically identified and appraised meta-analyses of observational studies examining environmental factors and risk of IBD (Crohn's disease [CD] or ulcerative colitis [UC]). For each meta-analysis, we considered the random effects estimate, its % confidence interval, the estimates of heterogeneity, and small-study effects, and we graded the evidence according to prespecified criteria. Methodologic quality was assessed with AMSTAR (ie, A Measurement Tool to Assess Systematic Reviews) . RESULTS: We examined estimates in meta-analyses of environmental factors related to lifestyles and hygiene, surgeries, drug exposures, diet, microorganisms, and vaccinations. We identified factors that increase risk of IBD: smoking (CD), urban living (CD and IBD), appendectomy (CD), tonsillectomy (CD), antibiotic exposure (IBD), oral contraceptive use (IBD), consumption of soft drinks (UC), vitamin D deficiency (IBD), and non-Helicobacter pylori-like enterohepatic Helicobacter species (IBD). We identified factors that reduce risk of IBD: physical activity (CD), breastfeeding (IBD), bed sharing (CD), tea consumption (UC), high levels of folate (IBD), high levels of vitamin D (CD), and H pylori infection (CD, UC, and IBD). Epidemiologic evidence for all of these associations was of high to moderate strength; we identified another factors associated with increased risk and factors associated with reduced risk with weak credibility. Methodologic quality varied considerably among meta-analyses. Several associations were based on findings from retrospective studies, so it is not possible to determine if these are effects of IBD or the results of recall bias. CONCLUSIONS: In an umbrella review of meta-analyses, we found varying levels of evidence for associations of different environmental factors with risk of IBD. High-quality prospective studies with analyses of samples from patients with recent diagnoses of IBD are needed to determine whether these factors cause or are results of IBD and their pathogenic mechanisms."
baseline,39,75,images · artificial · intelligence,ai; images; artificial; intelligence; accuracy; learning; cnn; model; neural; endoscopists,108.0,108,2860.0,26.481,2021.065,2022.5,2005,2025,5,29056541 | 30630221 | 29399610 | 29991891 | 18720378,"Application of Convolutional Neural Networks in the Diagnosis of Helicobacter pylori Infection Based on Endoscopic Images. | Overview of Deep Learning in Gastrointestinal Endoscopy. | Deep learning analyzes Helicobacter pylori infection by upper gastrointestinal endoscopy images. | Artificial intelligence diagnosis of Helicobacter pylori infection using blue laser imaging-bright and linked color imaging: a single-center prospective study. | Gastric cancer among American Indians and Alaska Natives in the United States, 1999-2004.",29056541,2017,292,,Application of Convolutional Neural Networks in the Diagnosis of Helicobacter pylori Infection Based on Endoscopic Images.,"BACKGROUND AND AIMS: The role of artificial intelligence in the diagnosis of Helicobacter pylori gastritis based on endoscopic images has not been evaluated. We constructed a convolutional neural network (CNN), and evaluated its ability to diagnose H. pylori infection. METHODS: A -layer, deep CNN was pre-trained and fine-tuned on a dataset of , images either positive or negative for H. pylori (first CNN). Another CNN was trained using images classified according to anatomical locations (secondary CNN). A separate test data set (, images from patients) was evaluated by the CNN, and endoscopists, independently. RESULTS: The sensitivity, specificity, accuracy, and diagnostic time were %, %, %, and 198s, respectively, for the first CNN, and %, %, %, and 194s, respectively, for the secondary CNN. These values for the endoscopists were %, %, %, and ±65min (%, %, %, and ±92min by board-certified endoscopists), respectively. The secondary CNN had a significantly higher accuracy than endoscopists (by %; % CI, -). CONCLUSION: H. pylori gastritis could be diagnosed based on endoscopic images using CNN with higher accuracy and in a considerably shorter time compared to manual diagnosis by endoscopists."
baseline,39,76,structure · enzyme · crystal,structure; enzyme; crystal; catalytic; structural; substrate; residues; binding; site; biosynthesis,156.0,156,4307.0,27.609,2012.782,2012.0,2005,2025,5,16237435 | 18780820 | 17568739 | 17381553 | 30046786,Rebuilt AAA + motors reveal operating principles for ATP-fuelled machines. | Three flavonoids targeting the beta-hydroxyacyl-acyl carrier protein dehydratase from Helicobacter pylori: crystal structure characterization with enzymatic inhibition assay. | Exploitation of structural and regulatory diversity in glutamate racemases. | Metabolism of glutamine and glutathione via gamma-glutamyltranspeptidase and glutamate transport in Helicobacter pylori: possible significance in the pathophysiology of the organism. | Type II fatty acid and polyketide synthases: deciphering protein-protein and protein-substrate interactions.,16237435,2005,389,,Rebuilt AAA + motors reveal operating principles for ATP-fuelled machines.,"Hexameric ring-shaped ATPases of the AAA + (for ATPases associated with various cellular activities) superfamily power cellular processes in which macromolecular structures and complexes are dismantled or denatured, but the mechanisms used by these machine-like enzymes are poorly understood. By covalently linking active and inactive subunits of the ATPase ClpX to form hexamers, here we show that diverse geometric arrangements can support the enzymatic unfolding of protein substrates and translocation of the denatured polypeptide into the ClpP peptidase for degradation. These studies indicate that the ClpX power stroke is generated by ATP hydrolysis in a single subunit, rule out concerted and strict sequential ATP hydrolysis models, and provide evidence for a probabilistic sequence of nucleotide hydrolysis. This mechanism would allow any ClpX subunit in contact with a translocating polypeptide to hydrolyse ATP to drive substrate spooling into ClpP, and would prevent stalling if one subunit failed to bind or hydrolyse ATP. Energy-dependent machines with highly diverse quaternary architectures and molecular functions could operate by similar asymmetric mechanisms."
baseline,39,77,compounds · derivatives · against,compounds; derivatives; against; activity; antibacterial; compound; mic; synthesis; new; vdp1,129.0,129,2969.0,23.016,2016.736,2018.0,2005,2025,5,15855748 | 23248236 | 19722672 | 20630755 | 15833325,"Rifaximin, a poorly absorbed antibiotic: pharmacology and clinical potential. | Inhibition of bacterial thioredoxin reductase: an antibiotic mechanism targeting bacteria lacking glutathione. | Nickel-catalyzed carbocyanation of alkynes with allyl cyanides. | Synthesis, selective anti-Helicobacter pylori activity, and cytotoxicity of novel N-substituted-2-oxo-2H-1-benzopyran-3-carboxamides. | Antibacterial activity of highly negative charged polyoxotungstates, K27[KAs4W40O140] and K18[KSb9W21O86], and Keggin-structural polyoxotungstates against Helicobacter pylori.",15855748,2005,228,,"Rifaximin, a poorly absorbed antibiotic: pharmacology and clinical potential.","Rifaximin (-deoxy-'-methylpyrido[','-,]imidazo- [,-c]-rifamycin SV) is a synthetic antibiotic designed to modify the parent compound, rifamycin, in order to achieve low gastrointestinal (GI) absorption while retaining good antibacterial activity. Both experimental and clinical pharmacology clearly show that this compound is a nonsystemic antibiotic with a broad spectrum of antibacterial action covering Gram-positive and Gram-negative organisms, both aerobes and anaerobes. Being virtually nonabsorbed, its bioavailability within the GI tract is rather high with intraluminal and fecal drug concentrations that largely exceed the minimal inhibitory concentration values observed in vitro against a wide range of pathogenic organisms. The GI tract represents, therefore, the primary therapeutic target and GI infections the main indication. The appreciation of the pathogenic role of gut bacteria in several organic and functional GI diseases has increasingly broadened its clinical use, which is now extended to hepatic encephalopathy, small intestine bacterial overgrowth, inflammatory bowel disease and colonic diverticular disease. Potential indications include the irritable bowel syndrome and chronic constipation, Clostridium difficile infection and bowel preparation before colorectal surgery. Because of its antibacterial activity against the microorganism and the lack of strains with primary resistance, some preliminary studies have explored the rifaximin potential for Helicobacter pylori eradication. Oral administration of this drug, by getting rid of enteric bacteria, could also be employed to achieve selective bowel decontamination in acute pancreatitis, liver cirrhosis (thus preventing spontaneous bacterial peritonitis) and nonsteroidal anti-inflammatory drug (NSAID) use (lessening in that way NSAID enteropathy). This antibiotic has, therefore, little value outside the enteric area and this will minimize both antimicrobial resistance and systemic adverse events. Indeed, the drug proved to be safe in all patient populations, including young children. Although rifaximin has stood the test of time, it still attracts the attention of both basic scientists and clinicians. As a matter of fact, with the advancement of the knowledge on microbial-gut interactions in health and disease novel indications and new drug regimens are being explored. Besides widening the clinical use, the research on rifaximin is also focused on the synthesis of new derivatives and on the development of original formulations designed to expand the spectrum of its clinical use."
baseline,39,78,parkinsons · levodopa · motor,pd; parkinsons; levodopa; motor; parkinsonism; disease; ldopa; pdl1; fluctuations; ip,82.0,82,5714.0,69.683,2017.671,2019.5,2005,2025,5,25987282 | 26457021 | 23712625 | 16801644 | 30703170,Gastrointestinal dysfunction in Parkinson's disease. | Brain-gut-microbiota axis in Parkinson's disease. | The role of small intestinal bacterial overgrowth in Parkinson's disease. | Helicobacter pylori eradication and l-dopa absorption in patients with PD and motor fluctuations. | Increased Programmed Death-Ligand 1 is an Early Epithelial Cell Response to Helicobacter pylori Infection.,25987282,2015,964,,Gastrointestinal dysfunction in Parkinson's disease.,"Our understanding of dysfunction of the gastrointestinal system in patients with Parkinson's disease has increased substantially in the past decade. The entire gastrointestinal tract is affected in these patients, causing complications that range from oral issues, including drooling and swallowing problems, to delays in gastric emptying and constipation. Additionally, small intestinal bacterial overgrowth and Helicobacter pylori infection affect motor fluctuations by interfering with the absorption of antiparkinsonian drugs. The multifaceted role of the gastrointestinal system in Parkinson's disease necessitates a specific and detailed assessment and treatment plan. The presence of pervasive α-synuclein deposition in the gastrointestinal tract strongly implicates this system in the pathogenesis of Parkinson's disease. Future studies elucidating the role of the gastrointestinal tract in the pathological progression of Parkinson's disease might hold potential for early disease detection and development of neuroprotective approaches."
